outcode,latitude,longitude
GL56,51.98920469,-1.705039597
GL6,51.73532057,-2.194984579
GL7,51.71183537,-1.900506219
GL8,51.64230171,-2.1722488
GU10,51.19653231,-0.79750818
GU16,51.3100864,-0.727977504
GU17,51.32968135,-0.788199408
GU19,51.36015585,-0.691998285
GU2,51.24566045,-0.593761922
GU21,51.32100461,-0.579536943
GU25,51.40118584,-0.571811249
GU27,51.08169403,-0.721949286
GU29,50.98402174,-0.747599302
GU30,51.07512356,-0.804315216
GU33,51.05087224,-0.891064951
GU34,51.13941405,-0.98529838
GU46,51.33849821,-0.831505943
GU5,51.20174951,-0.513434151
GU52,51.26519647,-0.838826887
GU6,51.14124639,-0.483542564
GU7,51.18966688,-0.611767243
GU8,51.14923387,-0.643622918
GU95,51.326293,-0.763057
HA0,51.55143999,-0.305693238
HA1,51.58021211,-0.337577065
HA2,51.57428389,-0.359158311
HA3,51.5932721,-0.321420971
HA4,51.57042157,-0.410882044
HA6,51.61153226,-0.42219385
HA8,51.61144361,-0.274077525
HA9,51.56065579,-0.286818497
HD1,53.64720273,-1.78840339
HD2,53.66874491,-1.776524223
HD3,53.65323402,-1.83164123
HD6,53.70240739,-1.784063938
HD8,53.59954221,-1.6747786
HG1,54.00018403,-1.534543988
HG2,53.98628188,-1.528170838
HG3,54.03091759,-1.618799807
HG4,54.15675834,-1.567275629
HP10,51.6089935,-0.700545908
HP14,51.65141099,-0.835087887
HP15,51.65696354,-0.713663211
HP16,51.70234199,-0.719002869
HP17,51.77634593,-0.877961726
HP18,51.81513355,-0.995060316
HP19,51.82340013,-0.828038872
HP20,51.81948005,-0.805212631
HP27,51.71972163,-0.832049986
HP5,51.71293216,-0.60927801
HP7,51.66472524,-0.609881407
HR2,52.00993995,-2.785093758
HR4,52.08953175,-2.770371625
HR9,51.90815289,-2.582011767
HS5,57.76532492,-7.01006825
HS7,57.44579281,-7.33928269
HU10,53.75037341,-0.441373054
HU11,53.8266903,-0.224024751
HU13,53.72506445,-0.43648356
HU14,53.72796378,-0.49788886
HU16,53.78145028,-0.421406101
HU18,53.90980286,-0.16885386
HU19,53.72318195,0.034526196
HU5,53.75985751,-0.376498425
HU7,53.78942382,-0.327321108
HX1,53.72117381,-1.870759185
HX2,53.73821777,-1.906255541
HX3,53.72671769,-1.845037197
HX4,53.67764026,-1.882639683
HX6,53.69726535,-1.927009902
IG10,51.64854249,0.06504465
IG5,51.58983284,0.063924624
IG7,51.61416022,0.092526575
IG8,51.60725593,0.032694329
IP1,52.06581172,1.14046265
IP15,52.15717698,1.595299416
IP16,52.20442973,1.584130348
IP17,52.23049277,1.501788443
IP18,52.33038003,1.67085533
IP2,52.04537079,1.133774079
IP21,52.36478799,1.235312954
IP22,52.37584535,1.051045353
IP23,52.30813665,1.121115428
IP25,52.58252327,0.83591417
IP26,52.50711581,0.575653073
IP28,52.32988531,0.534554778
IP3,52.04172887,1.186491108
IP31,52.29119868,0.829262698
IP32,52.25392894,0.718972744
IP33,52.24261834,0.706751437
IP6,52.13192563,1.111825224
IP8,52.06311591,1.080179683
IP9,51.99006678,1.147479035
IV10,57.58494309,-4.127389892
IV13,57.34321424,-4.023455353
IV15,57.59908761,-4.431640234
IV16,57.66194826,-4.341539596
IV17,57.69912996,-4.261087175
IV19,57.80398359,-4.062748359
IV20,57.78787556,-3.904056661
IV21,57.72436536,-5.72124712
IV24,57.89156159,-4.355734023
IV25,57.88969112,-4.042246781
IV30,57.65348966,-3.327170545
IV31,57.71698856,-3.290985271
IV42,57.23897643,-5.830841
IV43,57.1554286,-5.810696
IV46,57.1115845,-5.983613
IV47,57.29505128,-6.343776611
IV48,57.312984,-6.110425
IV5,57.46792626,-4.411948914
IV52,57.33651316,-5.653068842
IV53,57.34417018,-5.554655545
IV55,57.45644036,-6.609926804
IV56,57.3702762,-6.440417267
IV7,57.58417612,-4.385153832
IV8,57.55392,-4.266031767
IV9,57.56901057,-4.178568739
KA1,55.59549164,-4.496161955
KA11,55.61779429,-4.627082707
KA13,55.65559159,-4.700246229
KA15,55.74820351,-4.626655603
KA16,55.60747723,-4.328435539
KA17,55.61062535,-4.279046773
KA19,55.3460848,-4.668175227
KA2,55.59571244,-4.566057689
KA21,55.64199735,-4.78444104
KA23,55.69299357,-4.856941522
KA24,55.70951921,-4.715905854
KA27,55.53832434,-5.173585132
KA29,55.75633598,-4.854062295
KA3,55.64477368,-4.496571582
KA30,55.79726114,-4.86338574
KA4,55.59909504,-4.381540434
KA5,55.50989656,-4.387069269
KA7,55.44806774,-4.630128626
KT1,51.40739045,-0.297940655
KT12,51.37727037,-0.408533205
KT14,51.33885424,-0.487879277
KT15,51.36371267,-0.495769115
KT17,51.34117205,-0.250674271
KT18,51.31629476,-0.263312895
KT20,51.28631191,-0.231370919
KT21,51.3112803,-0.303155633
KT3,51.39959451,-0.257414197
KT6,51.38778061,-0.302296064
KT8,51.40167464,-0.363608206
KT9,51.36417181,-0.303048651
KW10,57.9744809,-3.978120617
KW12,58.50641967,-3.492427449
KW13,58.456939,-3.897013
KW14,58.58854381,-3.554604273
KW17,59.03784342,-3.003981662
KW6,58.25001571,-3.444210176
KW8,58.11517974,-3.664827872
KW9,58.01370755,-3.858577549
KY1,56.12813529,-3.138373965
KY10,56.23089484,-2.700084941
KY15,56.29927223,-3.054486365
KY16,56.34236398,-2.821673568
KY2,56.12369884,-3.18431636
KY3,56.06350658,-3.231305113
KY4,56.11466746,-3.362655309
KY5,56.14515755,-3.294756122
KY7,56.19762474,-3.157596869
L15,53.39751853,-2.920646195
L17,53.37779616,-2.940700818
L25,53.3786114,-2.863702727
L26,53.3646852,-2.833816326
CT50,51.075704,1.149148
CT6,51.36439916,1.129201104
CV1,52.41021203,-1.507995098
CV11,52.51935393,-1.454904298
CV12,52.47903481,-1.472227257
CV2,52.42398887,-1.463969329
CV21,52.37513095,-1.253786912
CV22,52.35957007,-1.2761405
CV3,52.39252202,-1.481664863
CV32,52.29761317,-1.531516158
CV35,52.22684862,-1.595737674
CV36,52.06346062,-1.624213821
CV37,52.18584454,-1.713831086
CV4,52.39885053,-1.567574509
CV47,52.23426181,-1.385635023
CV6,52.43304532,-1.508460741
CW1,53.10249163,-2.435611952
CW10,53.18934209,-2.444819687
CW11,53.14314334,-2.366288139
CW12,53.16530612,-2.212378676
CW2,53.08078499,-2.446417456
CW3,53.00033744,-2.406666442
CW4,53.20739412,-2.349972659
CW6,53.16223442,-2.667089893
DA1,51.44719665,0.208217864
DA10,51.44484347,0.306742151
DA11,51.43494318,0.351468659
DA12,51.42834316,0.386644425
DA14,51.42514718,0.111772535
DA18,51.49379921,0.138052778
DA2,51.4322024,0.23244223
DA3,51.38476526,0.307956323
DA6,51.45544507,0.138563113
DD1,56.46098012,-2.976708123
DD11,56.5732497,-2.599258558
DD3,56.48290773,-2.98981362
DD5,56.47976072,-2.858622699
DD6,56.43650718,-2.925931721
DE1,52.92085201,-1.475470658
DE12,52.723866,-1.554571004
DE13,52.80748809,-1.691593266
DE14,52.80515236,-1.641728088
DE15,52.79872682,-1.608697678
DE21,52.93375674,-1.43259992
DE22,52.93427774,-1.49821482
DE23,52.90107013,-1.496193597
DE3,52.90944517,-1.541486426
DE4,53.12783066,-1.56501178
DE56,53.02170405,-1.475617448
DE6,52.99396257,-1.717790171
DE72,52.89457157,-1.359764375
DE73,52.84719329,-1.438957109
DE75,53.0120092,-1.353242541
DE99,52.915198,-1.464309
DG10,55.32010901,-3.438300769
DG11,55.1135953,-3.337813319
DG16,54.99714794,-3.068623266
DG5,54.92166282,-3.810847695
DG7,54.96809053,-4.01315762
DG9,54.87804322,-5.022595063
DH2,54.85945153,-1.59903611
DH3,54.87143888,-1.568492335
DH4,54.85405072,-1.492110668
DH8,54.85600326,-1.845365607
DH99,54.78920857,-1.546326217
DL1,54.5297828,-1.538320476
DL10,54.41364514,-1.694189181
DL11,54.43959552,-1.87603198
DL12,54.57153216,-1.984259499
DL14,54.65273164,-1.692821727
DL17,54.6810266,-1.541128792
DL3,54.53221516,-1.570990915
DL5,54.61744322,-1.577923748
DL6,54.3710859,-1.390578118
DN1,53.52067725,-1.130218282
DN12,53.48267104,-1.224562291
DN16,53.56783033,-0.640332968
DN17,53.57294621,-0.705167185
DN2,53.5334641,-1.102693932
DN20,53.55830024,-0.506005764
DN22,53.32409471,-0.928381261
DN3,53.54560493,-1.060543955
DN31,53.5703606,-0.087665948
DN32,53.56238006,-0.070239891
DN33,53.5396583,-0.098809757
DN35,53.5548291,-0.03688681
DN36,53.51083587,-0.038654422
DN37,53.54041257,-0.138198441
DN4,53.50542081,-1.121863753
DN40,53.62108967,-0.226309554
DN55,53.512942,-1.125723
DN6,53.59761818,-1.178041564
DT1,50.711708,-2.443142007
DT10,50.93734218,-2.334128859
DT11,50.86162329,-2.182681675
DT2,50.74934156,-2.451978808
DT3,50.64242263,-2.468202782
DT4,50.60951674,-2.464991145
DT6,50.73892958,-2.775448233
DT8,50.81951778,-2.758634717
DY1,52.51611895,-2.096437708
DY11,52.38574204,-2.262330192
DY12,52.38644256,-2.332052888
DY14,52.38068745,-2.465736447
DY2,52.49653468,-2.081655516
DY3,52.53064325,-2.130163513
DY4,52.53277585,-2.05509874
DY6,52.49837641,-2.164943293
E11,51.56843281,0.013398245
E12,51.55073788,0.052899794
E13,51.52781748,0.025996179
E15,51.5404841,0.004045411
E16,51.51142127,0.028048
E1W,51.50770457,-0.059292301
E5,51.55909191,-0.053663393
E7,51.54724142,0.027377593
E77,51.513949,-0.069103
E98,51.508026,-0.064367
EC1A,51.52120092,-0.105638897
EC1M,51.52141981,-0.102826282
EC2A,51.523689,-0.087963667
EC2M,51.51893569,-0.087759107
EC2N,51.51631079,-0.087570387
EC2R,51.51672524,-0.092706029
EC3N,51.51276433,-0.079258305
EC3R,51.51129727,-0.085310561
EC4N,51.51420091,-0.093698558
L27,53.38776743,-2.838743799
L35,53.41517437,-2.783292142
L37,53.55722599,-3.063771458
L4,53.43784147,-2.961104894
L40,53.60166485,-2.843904038
L5,53.42486715,-2.977306474
L68,53.473071,-2.96069
L69,53.40694554,-2.974624133
L70,53.40867744,-2.970294056
L71,53.43733647,-2.974603412
L72,53.47760802,-2.979438528
L73,53.406416,-2.975554
L74,53.39307033,-2.988282926
L8,53.38998239,-2.962977005
L9,53.46162449,-2.953350161
LA1,54.04658124,-2.799787393
LA11,54.20032097,-2.925890614
LA15,54.15571033,-3.179724957
LA16,54.18761479,-3.202964084
LA18,54.2155314,-3.275986705
LA2,54.0659007,-2.673553428
LA20,54.29402153,-3.206312955
LA22,54.4227565,-2.990030666
LA23,54.37186767,-2.913349171
LA3,54.05010855,-2.879287406
LA4,54.07025291,-2.852774441
LA6,54.17556332,-2.612475119
LA8,54.32409375,-2.760910988
LA9,54.32584192,-2.743624175
LD1,52.26052244,-3.366505993
LD2,52.14142299,-3.394903101
LD3,51.96005689,-3.371724939
LD4,52.11806096,-3.555714333
LD6,52.31000781,-3.509138778
LD8,52.26610525,-3.044705213
LE1,52.6345629,-1.129623699
LE12,52.76720437,-1.192333221
LE13,52.76590569,-0.886456834
LE14,52.78486056,-0.897841552
LE15,52.65623429,-0.701230576
LE17,52.46743072,-1.178143258
LE19,52.58293887,-1.210113561
LE21,52.632302,-1.124851
LE3,52.63143915,-1.176318853
LE41,52.654132,-1.121489
LE5,52.6379674,-1.085094601
LE55,52.74323432,-1.44122084
LE6,52.66132597,-1.240665259
LE65,52.74836752,-1.469285772
LE67,52.71601993,-1.361047746
LE7,52.67993008,-1.070727447
LE8,52.55551145,-1.096262293
LL11,53.06327354,-3.035851013
LL13,53.03477588,-2.95936292
LL14,52.99130676,-3.053297474
LL15,53.10292844,-3.316263951
LL16,53.18509868,-3.433197972
LL22,53.26779086,-3.59687585
LL26,53.13946188,-3.786055502
LL27,53.14777081,-3.824658792
LL28,53.28802516,-3.761670121
LL29,53.28949122,-3.709221431
LL32,53.25810634,-3.841062418
LL37,52.67134772,-4.069982256
LL38,52.69531357,-4.050290894
LL39,52.71137442,-4.012336053
LL42,52.72570532,-4.055280824
LL43,52.77462982,-4.092683821
LL46,52.85568674,-4.107834078
LL49,52.92921126,-4.137961459
LL51,52.97421225,-4.238915409
LL54,53.05882382,-4.286968961
LL55,53.13382862,-4.204931555
LL57,53.20766102,-4.112649974
LL58,53.28119876,-4.099841155
LL60,53.21544001,-4.27238034
LL61,53.19521669,-4.264126587
LL64,53.22904688,-4.514540089
LL65,53.30105915,-4.570749635
LL67,53.41116477,-4.4570756
LL68,53.39806532,-4.378815603
LL70,53.36383395,-4.2880174
LL71,53.32942318,-4.37110525
LL73,53.33514792,-4.244830833
LL74,53.31810516,-4.230608329
LL75,53.28468327,-4.216547373
LN1,53.25907487,-0.588001036
LN13,53.26522648,0.183500086
LN2,53.25538674,-0.508250522
LN3,53.242843,-0.417858546
LN6,53.20186219,-0.597652166
LN8,53.37472435,-0.327138653
LS1,53.79739026,-1.552981165
LS10,53.7623617,-1.532592653
LS11,53.77642859,-1.557322069
LS13,53.81078686,-1.635209506
LS14,53.82807623,-1.457931368
LS15,53.80595402,-1.445310628
LS19,53.85993691,-1.684486046
LS22,53.9315032,-1.395572028
LS26,53.75279608,-1.450052986
LS27,53.74887343,-1.603621728
LS28,53.80204528,-1.669933484
LS3,53.80174071,-1.563617524
LS5,53.82030197,-1.605928118
LS6,53.82003331,-1.570193661
LS7,53.82038688,-1.539722492
LS8,53.82417732,-1.510291111
LS98,53.7804085,-1.529195
LU1,51.87480219,-0.426332334
LU2,51.89310652,-0.394508063
LU3,51.90928783,-0.443402686
LU6,51.8789137,-0.535875069
M1,53.47768155,-2.236311069
M11,53.4790257,-2.181315215
M13,53.46078038,-2.215970952
M14,53.44803429,-2.225604226
M17,53.46838906,-2.320867749
M18,53.46147137,-2.171066312
M2,53.48036085,-2.244495226
M20,53.42458267,-2.232276881
M22,53.38600324,-2.25986255
M25,53.52860926,-2.276061259
M26,53.56196798,-2.335219015
M29,53.50857109,-2.458543737
M31,53.41972029,-2.423214859
M32,53.45076668,-2.309583079
M33,53.42107346,-2.326116398
M34,53.45627901,-2.11846092
M38,53.53214301,-2.422800107
M41,53.45099317,-2.365179479
M43,53.48384009,-2.14931228
M44,53.44096593,-2.42715899
M5,53.4792636,-2.286374348
M50,53.47674999,-2.29238019
M60,53.48549446,-2.231862191
M61,53.47929,-2.244554
M7,53.50556642,-2.262096321
M90,53.36516271,-2.276984031
M99,53.48529393,-2.230479929
ME13,51.30336426,0.893894812
ME14,51.28053567,0.539333409
ME15,51.25413093,0.532486418
ME19,51.29156988,0.409053825
ME2,51.3921743,0.482696983
ME20,51.30445403,0.458771898
ME5,51.34893054,0.532472271
ME6,51.32301606,0.436707582
ME9,51.33462912,0.722348439
ME99,51.278324,0.519129
MK1,52.00626477,-0.727356156
MK16,52.08973438,-0.722746504
MK3,51.99743341,-0.753829412
MK4,52.00456877,-0.781100301
MK40,52.13803658,-0.473304958
MK41,52.15256383,-0.448042359
MK42,52.11937376,-0.474438228
MK43,52.11871122,-0.559586525
MK7,52.02003181,-0.691073299
MK8,52.03412629,-0.803402041
ML10,55.68051898,-4.068757482
ML11,55.66707212,-3.788582415
ML2,55.7767814,-3.91358884
ML4,55.81843046,-4.021459104
ML8,55.73098462,-3.842716543
N1,51.53786662,-0.097499422
N10,51.59477919,-0.144873704
N11,51.61434091,-0.140146108
N12,51.61499301,-0.177625001
N13,51.61862782,-0.103890272
N14,51.6342634,-0.130712821
N16,51.5627432,-0.076698317
N18,51.61389913,-0.066264024
N19,51.56522146,-0.13008428
N1C,51.53530689,-0.126203667
N2,51.59006028,-0.169171569
N3,51.60039297,-0.193982663
N6,51.57286351,-0.144958915
N81,51.589976,-0.112367
NE1,54.97252956,-1.611843064
NE10,54.94725556,-1.553942715
NE13,55.04510879,-1.646660572
NE17,54.91348084,-1.817629333
NE21,54.95776474,-1.721117035
NE22,55.13528082,-1.58644824
NE24,55.1223295,-1.522340352
NE25,55.05108848,-1.488073638
NE28,54.99978716,-1.520678524
NE29,55.01190138,-1.465824397
NE3,55.01038312,-1.63517838
NE34,54.97204484,-1.422344884
NE35,54.95134641,-1.460956882
NE38,54.89402428,-1.525775534
NE39,54.924173,-1.759921487
NE43,54.94820284,-1.905543077
NE44,54.94271201,-1.978290529
NE45,54.97650549,-2.015095868
NE48,55.13142091,-2.258283502
NE49,54.96722786,-2.460911179
NE5,54.9961772,-1.688947575
NE6,54.97754185,-1.5656367
NE61,55.17930471,-1.688171351
NE62,55.16153375,-1.593344971
NE66,55.42799127,-1.731027498
NE71,55.55528161,-2.04447206
NE8,54.95528503,-1.605864486
NE85,54.92866267,-1.574751333
NE88,54.941783,-1.615
NE92,54.941783,-1.615
NG1,52.95471303,-1.147912772
NG10,52.90048657,-1.283773896
NG14,53.01593627,-1.039862178
NG15,53.04550634,-1.203367496
NG18,53.13919238,-1.18442521
NG2,52.93546634,-1.132255749
NG21,53.14087126,-1.103852354
NG23,53.11641218,-0.801134611
NG3,52.96900764,-1.127992967
NG6,52.99818505,-1.192338782
NG8,52.96467482,-1.213472781
NG90,52.92632474,-1.191539957
NN12,52.13087332,-0.998281559
NN15,52.38368512,-0.705499057
NN18,52.47855304,-0.713880499
NN5,52.24656494,-0.934078145
NN7,52.2112518,-0.928920128
NP10,51.57835401,-3.046074703
NP12,51.66908025,-3.198222321
NP19,51.58903709,-2.963828373
NP23,51.78537754,-3.197384659
NP24,51.7189032,-3.238451965
NP25,51.80324638,-2.723842406
NP26,51.59059304,-2.778822572
NP44,51.65109329,-3.027896857
NP8,51.86094576,-3.150489479
NR10,52.73861871,1.240518799
NR11,52.84222567,1.27303343
NR14,52.56395246,1.378035404
NR16,52.47510083,1.057185359
NR17,52.51541822,0.995001776
NR18,52.57060462,1.105457758
NR22,52.89422802,0.866388641
NR23,52.94930037,0.857576886
NR24,52.85865265,1.0479231
NR25,52.91990475,1.083704147
NR26,52.93886882,1.208925095
NR29,52.6936599,1.635968286
NR31,52.57516083,1.708878763
NR33,52.45465356,1.717188014
NR34,52.43871701,1.583290071
NR35,52.46209813,1.432952573
NR5,52.64076545,1.229642948
NR7,52.64382624,1.335166693
NW1,51.53266108,-0.142518611
NW1W,51.530786,-0.135404
NW2,51.55835016,-0.219800705
NW26,51.530786,-0.135404
NW3,51.55248632,-0.172593363
NW4,51.58743412,-0.224005623
NW8,51.53183961,-0.173423939
NW9,51.58705472,-0.255992534
OL10,53.59064927,-2.223036173
OL14,53.71456191,-2.101000574
OL15,53.6445684,-2.100491897
OL2,53.5729396,-2.109984198
OL4,53.54230298,-2.073773349
OL9,53.53929777,-2.143982728
OX17,52.07393801,-1.290033116
OX20,51.85687883,-1.359503583
OX27,51.93791331,-1.149960525
OX33,51.75845225,-1.140178954
OX39,51.70117109,-0.914809515
OX44,51.69924174,-1.126203
OX5,51.82978925,-1.282108655
OX7,51.91134165,-1.528589034
PA11,55.85660638,-4.582812179
PA13,55.89330049,-4.631222648
PA15,55.94258309,-4.748366142
PA18,55.88927785,-4.885793569
PA19,55.95320849,-4.824787672
PA2,55.82869051,-4.435342591
PA20,55.83413179,-5.057223864
PA22,55.97090388,-5.133864375
PA24,56.15622915,-4.904994308
PA26,56.25900938,-4.9366445
PA27,56.15494485,-5.08524045
PA30,56.01328647,-5.449484
PA31,56.04975792,-5.456331368
PA32,56.20000486,-5.121440339
PA34,56.39469641,-5.486547491
PA35,56.40466998,-5.226915075
PA38,56.59333239,-5.333539194
PA4,55.8745555,-4.396701126
PA42,55.63739326,-6.1862275
PA43,55.75631805,-6.282778868
PA44,55.79819665,-6.29255435
PA46,55.8625142,-6.120009733
PA47,55.6819684,-6.5040162
PA5,55.83094777,-4.509576226
PA60,55.8663984,-5.92893615
PA61,56.07166,-6.202809125
PA62,56.359241,-5.851491
PA64,56.437761,-5.686162
PA65,56.46744414,-5.726623286
PA68,56.43493833,-6.142509
PA69,56.3795025,-6.07766325
PA7,55.90952055,-4.500666973
PA71,56.48005,-5.9812545
PA73,56.49604633,-6.184038
PA75,56.61221384,-6.122095469
PA78,56.6253374,-6.5460214
PE1,52.58791644,-0.240771728
PE10,52.77582996,-0.376960083
PE13,52.66975889,0.137244102
PE2,52.56076803,-0.26440327
PE21,52.97462394,-0.023399086
PE22,53.04938409,0.0435494
PE25,53.1534705,0.334545505
PE26,52.45370487,-0.115923738
PE3,52.58609377,-0.276016092
PE30,52.75982573,0.41627127
PE31,52.87835021,0.567172779
PE32,52.72916717,0.630181528
PE33,52.64912804,0.465053014
PE36,52.93995607,0.508522803
PE37,52.6412695,0.698524461
PE4,52.61234399,-0.265613981
PE5,52.57571027,-0.350095235
PE7,52.53784268,-0.205381248
PH1,56.4215597,-3.477654141
PH10,56.60818271,-3.360876752
PH12,56.57577315,-3.154801068
PH14,56.45296958,-3.181230418
PH15,56.61022961,-3.938552428
PH19,56.92633229,-4.256131714
PH2,56.38715137,-3.404500216
PH26,57.32982698,-3.60699506
PH3,56.30233698,-3.705313156
PH32,57.14452967,-4.683614417
PH34,56.91848287,-4.932514783
PH39,56.912235,-5.8419095
PH4,56.26082438,-3.78398
PH41,57.0042629,-5.83029145
PH43,57.015382,-6.281465
PH5,56.32829305,-3.829824349
PH7,56.37301486,-3.828089187
PL1,50.37047274,-4.152180325
PL11,50.37304577,-4.253826009
PL12,50.41931799,-4.249436261
PL16,50.6460831,-4.266209276
PL2,50.38962902,-4.16369358
PL20,50.49997499,-4.100679852
PL23,50.3374468,-4.635868487
PL24,50.35564229,-4.711318
PL25,50.34133808,-4.779577638
PL27,50.52348076,-4.872352468
PL29,50.5862547,-4.830152768
PL3,50.38761261,-4.126719653
PL31,50.4691287,-4.72200501
PL33,50.62184517,-4.731771026
PL4,50.37525545,-4.127468364
PL7,50.39273571,-4.046086354
PL9,50.35409305,-4.088591037
PO1,50.79951596,-1.089503358
PO14,50.83858245,-1.217795405
PO16,50.85078654,-1.159648918
PO18,50.86498446,-0.815015539
PO19,50.83764527,-0.778310768
PO20,50.78238091,-0.786750555
PO21,50.78442251,-0.697688133
PO22,50.79946686,-0.648320107
PO3,50.81629098,-1.059306718
PO31,50.75482063,-1.30699951
PO34,50.71592241,-1.113832553
PO35,50.68764472,-1.087488712
PO36,50.65845836,-1.163302673
PO39,50.68040437,-1.540076765
PO40,50.6823971,-1.521976707
PO6,50.84668251,-1.070003101
PO8,50.91257564,-1.012568084
PO9,50.86322531,-0.983684253
PR0,53.758821,-2.683904
PR1,53.75729293,-2.702288124
PR11,53.79042228,-2.684971369
PR2,53.77714808,-2.707504574
PR25,53.69436367,-2.694714664
PR3,53.86985773,-2.719435415
PR4,53.75206118,-2.833677849
PR7,53.64683032,-2.653976507
PR9,53.65867898,-2.969963687
RG10,51.48164455,-0.855953906
RG14,51.39963969,-1.323667269
RG18,51.43159347,-1.259767497
RG19,51.39054955,-1.25469038
RG20,51.40324577,-1.337602456
RG24,51.28047409,-1.078727828
RG25,51.22707384,-1.163835354
RG28,51.23409048,-1.336147751
RG29,51.24597229,-0.946869194
RG5,51.45204903,-0.902374041
RG7,51.39659436,-1.082793063
RG8,51.50578239,-1.106486413
RG9,51.54456644,-0.924724319
RH10,51.11766419,-0.158110579
RH11,51.11128757,-0.207536563
RH12,51.07610757,-0.333063394
RH13,51.03514407,-0.327037756
RH15,50.9574426,-0.132196013
RH16,51.00224299,-0.098557162
RH20,50.93781451,-0.471826023
RH4,51.23015881,-0.334377777
RH5,51.19137178,-0.343102072
RH7,51.17446129,-0.017002345
RH8,51.25161105,0.001811995
RH9,51.23592607,-0.066077836
RM1,51.58287321,0.183272354
RM10,51.54502068,0.157685259
RM13,51.52512425,0.194132385
RM14,51.55705356,0.263190616
RM16,51.49288,0.339947915
RM17,51.47970741,0.327918214
RM18,51.46706117,0.375084028
RM19,51.48279808,0.245929331
